SITE_ID,VISIT_NO,mic_log_above_dl,DOY_COL,E_pr_gt90,E_pr_gt90_jja,E_pr_gt90_mam,E_pr_gt95,E_pr_gt95_jja,E_pr_gt95_mam,E_pr_gt99,E_pr_gt99_jja,E_pr_gt99_mam,MONTH_COL,TN_tn_log,TN_tn_ugl,TP_tp_log,TP_tp_ugl,airtemp_ann,airtemp_jja,airtemp_mam,area_ha,area_ha_log,cur_NANI,cur_NANI_FERT,cur_NANI_FERT_log,cur_NANI_arcsinh,cur_NAPI,cur_NAPI_FERT,cur_NAPI_FERT_log,cur_NAPI_arcsinh,depth_m,depth_m_log,flux_NFERTxE_pr_gt90,flux_NFERTxE_pr_gt95,flux_NFERTxE_pr_gt99,flux_NFERTxprec_tot_ann_mm,flux_NFERTxprec_tot_ann_mm_log,flux_PFERTxE_pr_gt90,flux_PFERTxE_pr_gt95,flux_PFERTxE_pr_gt99,flux_PFERTxprec_tot_ann_mm,flux_PFERTxprec_tot_ann_mm_log,flux_Q_TN,flux_lnQ_TN,lat_dd,lon_dd,pdsi_ann,pdsi_jja,pdsi_mam,prec_tot_ann_mm,prec_tot_ann_mm_log,prec_tot_jja_mm,prec_tot_jja_mm_log,prec_tot_mam_mm,prec_tot_mam_mm_log,strat_buoy_freq_s2,strat_surfminbot,strat_thermod_log,strat_thermod_m,temp_bot,temp_mean,temp_surf
NLA06608-0062,1,2.18605127674,221,461.074406332,188.653298153,224.205804749,342.745118734,150.773087071,162.575725594,157.233245383,83.529287599,73.7039577836,8,7.94944442025,2834.0,5.02388052085,152.0,6.35535801435,21.6082133695,6.70993719807,54.29856165,3.99449773764,2173.130456,3021.333268,8.01345349242,8.37707124693,177.3134817,542.1331413,6.29551161943,5.87107438121,2.7,0.99325177301,1393059.44287,1035547.22968,475054.035111,1487767.22301,14.212787046,249963.716278,185813.487885,85241.3532363,266957.613275,12.494845173,5648.10467386,8.32943071191,47.3206799,-99.7462943,-0.717504811687,1.07830572528,-2.02401628707,492.420759659,6.19933355357,198.245907007,5.28950821469,231.752128356,5.44566838825,0.00131141647979,0.5,-1.38629436112,0.25,21.2,21.3333333333,21.7
NLA06608-0062,2,0.955511445027,239,461.074406332,188.653298153,224.205804749,342.745118734,150.773087071,162.575725594,157.233245383,83.529287599,73.7039577836,8,7.94200680849,2813.0,4.78749174278,120.0,6.35535801435,21.6082133695,6.70993719807,54.29856165,3.99449773764,2173.130456,3021.333268,8.01345349242,8.37707124693,177.3134817,542.1331413,6.29551161943,5.87107438121,2.8,1.02961941718,1393059.44287,1035547.22968,475054.035111,1487767.22301,14.212787046,249963.716278,185813.487885,85241.3532363,266957.613275,12.494845173,5648.10467386,8.32943071191,47.3206799,-99.7462943,-0.717504811687,1.07830572528,-2.02401628707,492.420759659,6.19933355357,198.245907007,5.28950821469,231.752128356,5.44566838825,0.0,-0.03,-0.182431351891,0.833241842442,19.03,19.0228571429,19.0
NLA06608-0064,2,2.26176309847,238,231.365797101,49.5017391304,89.6886956522,125.260869565,7.00115942029,52.4788405797,24.0,0.0,0.0,8,8.20603776278,3663.0,7.1936858184,1331.0,7.52212072364,20.6560029226,7.21385416667,25.20779145,3.22715313125,290.542009,731.7009348,6.59537187146,6.36489831725,62.30887336,150.2192923,5.01209617516,4.82531541276,1.7,0.530628251062,169290.57002,91653.4953546,17560.8224352,222344.718546,12.3119842428,34755.6063029,18816.5991789,3605.2630152,45647.7020571,10.7287085465,660.359282704,6.18313945464,48.8940613,-112.1680165,-0.968739791799,-1.47225071383,0.565618604586,303.873765867,5.71661237131,57.3811706629,4.04971621228,109.29848378,4.69408252299,0.000788292103939,0.1,0.0953101798043,1.1,15.8,15.875,15.9
NLA06608-0072,1,1.4586150227,207,1105.20538922,415.668862275,420.644910179,839.395209581,356.147904191,312.446706587,305.249101796,187.414371258,117.834730539,7,7.45240245122,1724.0,5.15905529921,174.0,18.6723113629,27.1044675965,18.9802219203,9.127076417,2.21124542613,4107.634882,1948.040778,7.57457941725,9.01374988273,495.3857855,216.1465386,5.37595659711,6.89848502294,5.7,1.74046617484,2152985.16627,1635176.09712,594637.697746,2434448.11894,14.7052306436,238886.319322,181432.369068,65978.536764,270116.283116,12.5066078235,60945.4760883,10.7080903088,32.2376622,-98.405152,2.23154606406,3.90867609865,-0.242215848931,1249.6905334,7.13065122637,462.367611725,6.13636027106,449.441614608,6.10800595584,0.00720659970584,7.2,1.12397503349,3.07706134721,20.4,24.1857142857,27.6
NLA06608-0072,2,3.33220451018,227,1105.20538922,415.668862275,420.644910179,839.395209581,356.147904191,312.446706587,305.249101796,187.414371258,117.834730539,8,7.72533003792,2265.0,5.17048399504,176.0,18.6723113629,27.1044675965,18.9802219203,9.127076417,2.21124542613,4107.634882,1948.040778,7.57457941725,9.01374988273,495.3857855,216.1465386,5.37595659711,6.89848502294,5.6,1.72276659774,2152985.16627,1635176.09712,594637.697746,2434448.11894,14.7052306436,238886.319322,181432.369068,65978.536764,270116.283116,12.5066078235,60945.4760883,10.7080903088,32.2376622,-98.405152,2.23154606406,3.90867609865,-0.242215848931,1249.6905334,7.13065122637,462.367611725,6.13636027106,449.441614608,6.10800595584,0.00955129582027,10.6,1.14607383537,3.14581763396,20.0,25.1857142857,30.6
NLA06608-0078,1,2.7080502011,220,338.0,121.0,194.0,241.0,101.0,140.0,59.0,0.0,59.0,8,8.46526811855,4747.0,4.91265488574,136.0,5.99815268711,21.9085617994,6.45355072464,15.07116765,2.71278349139,1589.189116,1947.347317,7.57422337518,8.06412645474,230.0859042,349.3618299,5.85610814703,6.13160463861,1.1,0.0953101798043,658203.393146,469310.703397,114893.491703,752384.19066,13.5310023643,118084.298506,84196.2010059,20612.3479641,134980.707007,11.8128871361,545.437733105,5.9919440523,48.1778112,-100.2942095,-1.23918497562,0.619738578796,-2.1694226265,386.363636364,5.95677898912,136.090909091,4.91332311162,211.272727273,5.35314984517,0.00024810543333,0.11,-1.38629436112,0.25,20.31,20.3633333333,20.42
NLA06608-0078,2,1.60943791243,233,338.0,121.0,194.0,241.0,101.0,140.0,59.0,0.0,59.0,8,8.36497397844,4294.0,4.68213122712,108.0,5.99815268711,21.9085617994,6.45355072464,15.07116765,2.71278349139,1589.189116,1947.347317,7.57422337518,8.06412645474,230.0859042,349.3618299,5.85610814703,6.13160463861,1.0,0.0,658203.393146,469310.703397,114893.491703,752384.19066,13.5310023643,118084.298506,84196.2010059,20612.3479641,134980.707007,11.8128871361,545.437733105,5.9919440523,48.1778112,-100.2942095,-1.23918497562,0.619738578796,-2.1694226265,386.363636364,5.95677898912,136.090909091,4.91332311162,211.272727273,5.35314984517,0.0,-0.1,-1.38629436112,0.25,16.9,16.8333333333,16.8
NLA06608-0083,2,0.916290731874,221,569.329528536,218.609925559,271.410173697,401.737220844,152.620595534,209.004466501,161.378411911,29.4332506203,108.202729529,8,8.29629711264,4009.0,4.09434456222,60.0,7.24600885149,22.1995627052,7.33471014493,48.33310631,3.87811675671,2344.349051,2486.353402,7.81857241885,8.4529102782,233.0630512,446.0957842,6.10053369174,6.14446080599,1.8,0.587786664902,1415554.41013,998860.705756,401243.763464,1649676.18069,14.3160895725,253975.5025,179213.280575,71990.2292144,295981.089779,12.5980508454,8668.16893997,8.75776825254,45.9509644,-99.1364505,-0.262165349972,1.45919690675,-1.17042480869,663.492237009,6.49751715364,258.489543726,5.55485524333,287.806875792,5.66228968504,0.00144298876652,0.29,-0.243863092736,0.783594906754,22.05,22.2175,22.34
NLA06608-0085,1,-1.96611285637,191,188.282415554,14.654191167,24.8519249753,92.1050259668,14.654191167,11.3972273488,22.0660114168,0.0,0.0,7,7.36581283721,1581.0,6.0330862218,417.0,13.0409494908,26.1581134299,12.8755525362,33.42344767,3.50925767973,2733.740096,1347.714188,7.20616524229,8.60657316313,505.4282984,234.6157252,5.45794896381,6.91855434467,1.6,0.470003629246,253750.882793,124131.250282,29738.676659,458641.493093,13.0360241231,44174.0154676,21609.2874618,5177.03327082,79842.2302494,11.2878078446,9994.84785202,8.90018042441,43.4604545,-116.1414317,-2.43806651823,-3.55144488887,-2.08082555585,340.310651306,5.82985888077,20.9407568853,3.04169735022,59.3502788078,4.08345681873,0.00228530558079,0.6,0.0487901641694,1.05,22.5,22.7333333333,23.1
NLA06608-0086,1,-0.82098055207,214,606.842704487,0.0,67.7365167282,379.428891127,0.0,51.0521148036,130.439912722,0.0,0.0,8,5.66296048014,288.0,2.99573227355,20.0,11.4582159943,18.1801849878,11.2106203416,101.3087296,4.61817258326,3257.801553,771.532915,6.64837933454,8.78195508074,589.3829711,89.7696622,4.49724708081,7.07222407821,14.2,2.65324196461,468199.120739,292741.878406,100638.686095,1243002.17531,14.0330401205,54476.0645903,34061.2033854,11709.5469025,144626.215191,11.8819078668,19213.3032419,9.55371359527,45.6165707,-122.4260347,-0.831855108978,-1.59636082761,-0.031274150945,1611.081201,7.384660786,112.418870278,4.7222318084,347.885388453,5.851873082,0.00533714292124,13.6,1.6146179865,5.02596756923,9.1,15.5733333333,22.7
NLA06608-0091,1,0.587786664902,191,876.905889496,404.071645416,221.189840114,662.605950213,334.003238211,143.918437563,233.418943534,174.766241651,58.6527018822,7,7.6113477174,2021.0,5.13579843705,170.0,10.9941197866,23.0334528682,11.315772912,305.5679078,5.72217203803,6155.564113,4481.828388,8.40778636447,9.41825887275,518.5235202,725.0403717,6.58622733841,6.94413349903,3.7,1.30833281965,3930141.70915,2969686.15772,1046143.64743,5238039.46372,15.4714578381,635792.172066,480416.064433,169238.157582,847375.167225,13.6498988121,6704.67365845,8.50091552316,41.3694412,-87.4321383,0.558718495568,0.0795607767461,1.87006342994,1168.72825335,7.06367147367,503.339510441,6.22126491346,282.810537962,5.64477719628,0.000547728848716,0.1,0.995428052432,2.70588235294,27.3,27.375,27.4
NLA06608-0091,2,0.0,225,876.905889496,404.071645416,221.189840114,662.605950213,334.003238211,143.918437563,233.418943534,174.766241651,58.6527018822,8,7.78779687818,2411.0,5.09986642782,164.0,10.9941197866,23.0334528682,11.315772912,305.5679078,5.72217203803,6155.564113,4481.828388,8.40778636447,9.41825887275,518.5235202,725.0403717,6.58622733841,6.94413349903,3.7,1.30833281965,3930141.70915,2969686.15772,1046143.64743,5238039.46372,15.4714578381,635792.172066,480416.064433,169238.157582,847375.167225,13.6498988121,6704.67365845,8.50091552316,41.3694412,-87.4321383,0.558718495568,0.0795607767461,1.87006342994,1168.72825335,7.06367147367,503.339510441,6.22126491346,282.810537962,5.64477719628,0.0,0.0,-1.38629436112,0.25,28.3,28.3,28.3
NLA06608-0099,1,1.50407739678,184,719.256976983,383.284007542,176.338852695,535.729955758,301.001325393,144.571057888,229.282458138,157.034964251,38.3787825048,7,6.39859493454,601.0,1.79175946923,6.0,8.95123830355,21.9806451328,9.04474637681,314.7521338,5.75178545225,3779.709696,2221.055853,7.70573797126,8.93054968372,194.3754792,267.5653575,5.5893638636,5.9629455457,18.8,2.93385686984,1597509.91854,1189886.15386,509249.145638,2229432.78346,14.6172577539,192448.250181,143342.777136,61348.0428802,268574.506545,12.5008836462,3073.1983343,7.72082950099,43.0995159,-88.452553,0.361552182962,-0.0326417639094,0.778172274877,1003.77159829,6.91151978263,447.865094982,6.10449205979,254.364890786,5.53876981403,0.00789860549065,17.0,1.90532839709,6.72161462389,6.8,14.735,23.8
NLA06608-0111,1,-2.04022082853,213,673.550098232,244.583434351,89.7238849642,532.275237219,193.757701793,79.8091585503,145.771454249,109.361158718,0.0,8,5.83773044717,343.0,1.79175946923,6.0,10.4338740713,21.4045566119,9.37326219672,1064.647066,6.97039862979,2994.881097,1329.260733,7.19237822683,8.69780701769,207.5994425,249.4187184,5.51913308416,6.02876344714,12.8,2.54944517093,895323.697288,707532.571983,193768.270126,1435580.69676,14.1770799921,167996.002279,132759.407503,36358.1292981,269368.295217,12.5038348494,12012.7969917,9.08408317653,41.1354055,-81.1369224,0.830263426352,-0.0138624005374,3.0383688837,1079.98428083,6.98470176523,323.26182875,5.77846261018,207.252938397,5.33393997195,0.00773898684618,13.34,1.92233305093,6.8368906909,11.96,19.4784615385,25.3
NLA06608-0112,1,-0.544727175442,190,535.746102743,120.432019996,99.169571795,289.085904098,69.7979346182,34.5164112346,46.4576728277,0.0,0.0,7,7.1436176027,1266.0,4.56434819147,96.0,14.1819066272,26.4561305673,14.5885111149,276.3794065,5.62177458297,3689.608771,4713.900934,8.458271068,8.90642290622,1.395553665,670.7330485,6.50837121653,1.13539494626,9.0,2.19722457734,2525454.05411,1362722.31333,218996.867334,4146331.23384,15.2377344612,359342.616715,193899.469734,31160.6965219,589974.508906,13.2878346097,3951.34093942,7.97216567862,39.0126611,-89.1440823,-2.69704755855,-2.54916639935,-1.69770109013,879.596599907,6.77946339317,192.458360503,5.25987982125,232.557102934,5.44913579889,0.00974014413752,16.6,1.72726699193,5.62525900258,13.5,23.16,30.1
NLA06608-0124,1,-1.60943791243,200,362.045840407,97.363327674,173.528013582,293.606112054,86.363327674,154.567062818,90.1358234295,46.3174872666,43.818336163,7,5.82894561761,340.0,5.36129216571,213.0,10.5555899017,23.8114467632,10.9418432971,30.53256534,3.41879383008,258.4678568,205.4391741,5.32515000034,6.24792226389,91.59924038,28.29341998,3.34262926807,5.21059995396,1.1,0.0953101798043,74378.3984396,60318.1971711,18517.4291222,87480.3942527,11.3791699816,10243.5150146,8307.12103704,2550.25070753,12047.9433655,9.39664924929,3340.46524889,7.80422077234,42.1400191,-101.8094915,-0.886912226677,0.246815979481,-0.624134302139,425.821387941,6.05401998121,112.877133106,4.72629990951,193.290102389,5.26419218154,0.0,0.0,-1.38629436112,0.25,25.4,25.4,25.4
NLA06608-0126,2,1.16315080981,240,543.717314488,242.265017668,227.395759717,451.77385159,205.378091873,199.395759717,140.0,64.4911660777,51.5088339223,8,8.85637603673,7019.0,6.41181826771,609.0,6.14989926245,21.3836433212,6.49991847826,11.53500919,2.44538668833,2762.268423,2928.56168,7.98226668729,8.61695472686,112.8328538,524.8472407,6.26310725016,5.41907437045,2.3,0.832909122935,1592309.69196,1323047.58979,409998.6352,1782122.80718,14.3933158,285368.53223,237112.259427,73478.613698,319386.217584,12.6741563629,3251.34538105,7.77717955306,47.1930582,-99.3242436,-0.437531560659,1.36390554905,-1.67194962502,608.531764706,6.41104911272,264.232941176,5.57683106704,247.503529412,5.51142484216,3.55738826761e-05,-0.01,-1.38629436112,0.25,17.68,17.6716666667,17.67
NLA06608-0128,2,0.470003629246,237,284.759660422,50.556791569,127.482240437,226.385733802,37.2391686183,114.62685402,47.9882903981,0.0,14.9134465262,8,8.28298869274,3956.0,6.1737861039,480.0,7.81304509578,23.1977318628,7.45304574275,12.37799839,2.51592057325,30.15915581,288.6720414,5.66529123889,4.09991047341,14.2499519,59.23641474,4.08153646664,3.35112960077,1.8,0.587786664902,82202.1524824,65351.2319205,13852.8777525,95003.4756201,11.4616687554,16868.141346,13410.2792187,2842.65427269,19495.0132901,9.87791398313,2449.33551406,7.493927448,48.7528914,-109.2416928,-0.575602829176,0.471751023158,0.0317984560184,329.105219748,5.7963775165,60.3934252386,4.10088024535,144.44809709,4.97292025334,0.00262198223614,1.0,-1.38629436112,0.25,15.8,16.125,16.8
NLA06608-0139,1,-1.83258146375,192,694.184097421,309.000307,121.716127712,464.967099877,238.70487106,55.6921305772,193.961369218,150.026146131,0.0,7,6.63725803128,763.0,3.49650756147,33.0,11.0532337373,22.9085255675,11.175013587,94.68796912,4.55058695009,5996.252123,5521.396295,8.61638605928,9.39203709438,670.7097888,875.574501,6.77488024348,7.2014842742,7.9,2.06686275947,3832865.50355,2567267.62256,1070937.58537,6147777.01894,15.6316011141,607809.894702,407113.336456,169827.629066,974904.98925,13.7900952983,6294.29351427,8.43775411052,41.1720516,-85.9379419,-0.336533407427,-1.31942822753,0.897644784426,1113.44607242,7.01521505483,405.234217813,6.00446521553,217.369448631,5.38159843414,0.0161428351317,18.9,1.52560587227,4.59792848293,8.2,19.9111111111,27.1
NLA06608-0141,1,-2.30258509299,235,768.262601339,135.026260134,331.965632711,531.100634473,64.1115615087,273.897250617,278.358477265,0.0,197.364117025,8,6.882437471,975.0,4.29045944115,73.0,13.4733593081,24.0400156038,11.0926811594,65.47479386,4.18166524201,5876.834022,2880.941456,7.96587241416,9.37192065205,500.7250394,198.9331475,5.29296882607,6.90920530454,1.6,0.470003629246,2213319.57729,1530069.83516,801934.476782,3387145.14661,15.0354979849,152832.897391,105653.520855,55374.7280156,233887.23976,12.3625943968,8449.71855455,8.73224381264,39.4162269,-75.6887087,1.1036207953,1.72945471333,2.51336314021,1175.70773247,7.06962557076,256.425285927,5.54683733924,395.307309796,5.9796634619,0.0,0.0,-1.38629436112,0.25,21.3,21.3,21.3
NLA06608-0150,1,-0.755022584278,214,804.210318705,96.6699000403,283.567717065,631.050284638,58.6119324039,251.864081761,239.041176207,0.0,96.7183289256,8,5.9026333334,366.0,2.77258872224,16.0,6.74086725631,18.6832390217,4.54815793262,1887.921908,7.54323198356,698.2952741,306.6566319,5.72572865877,7.24178973537,117.9631842,115.1654342,4.74636965289,5.46353772337,18.0,2.8903717579,246616.427673,193515.754847,73303.5619811,384038.580921,12.8584982977,92617.2305418,72675.1800324,27529.2808496,144226.360432,11.8791392918,9219.79424383,8.81946340001,44.8495598,-69.2311707,2.16501849998,2.31073703843,3.0443577674,1252.34069957,7.1327696389,227.494823777,5.4271274855,397.853353845,5.98608347971,0.00760807295256,16.5,1.33308593582,3.79272946676,10.6,20.3204166667,27.1
NLA06608-0155,1,-1.237874356,212,772.57771874,450.66068551,153.994076913,562.993249423,387.755019381,70.376987065,255.531858369,255.531858369,0.0,7,7.32646561384,1520.0,4.73619844839,114.0,9.88525191738,22.5514135851,9.84405973085,154.8023875,5.04214938416,7302.416985,2962.187323,7.99368323489,9.58910785142,1063.196243,430.99548,6.06609760281,7.66218237544,8.1,2.09186406168,2288519.92448,1667691.46638,756933.231483,3178968.2188,14.9720672426,332977.504726,242647.545772,110133.075953,462536.89722,13.0444816105,6312.50916566,8.44064392557,42.3732885,-88.1271485,-0.348339348205,-0.796414010801,-0.715228082911,1073.18270999,6.97838400772,537.81439958,6.28751351845,228.275116055,5.4305515509,0.00678502935296,10.6,1.85836014427,6.41321140228,16.9,23.1888888889,27.5
