SITE_ID,VISIT_NO,chla_log,DOY_COL,E_pr_gt90,E_pr_gt90_jja,E_pr_gt90_mam,E_pr_gt95,E_pr_gt95_jja,E_pr_gt95_mam,E_pr_gt99,E_pr_gt99_jja,E_pr_gt99_mam,MONTH_COL,TN_tn_log,TN_tn_ugl,TP_tp_log,TP_tp_ugl,airtemp_ann,airtemp_jja,airtemp_mam,area_ha,area_ha_log,cur_NANI,cur_NANI_FERT,cur_NANI_FERT_log,cur_NANI_arcsinh,cur_NAPI,cur_NAPI_FERT,cur_NAPI_FERT_log,cur_NAPI_arcsinh,depth_m,depth_m_log,flux_NFERTxE_pr_gt90,flux_NFERTxE_pr_gt95,flux_NFERTxE_pr_gt99,flux_NFERTxprec_tot_ann_mm,flux_NFERTxprec_tot_ann_mm_log,flux_PFERTxE_pr_gt90,flux_PFERTxE_pr_gt95,flux_PFERTxE_pr_gt99,flux_PFERTxprec_tot_ann_mm,flux_PFERTxprec_tot_ann_mm_log,flux_Q_TN,flux_lnQ_TN,lat_dd,lon_dd,pdsi_ann,pdsi_jja,pdsi_mam,prec_tot_ann_mm,prec_tot_ann_mm_log,prec_tot_jja_mm,prec_tot_jja_mm_log,prec_tot_mam_mm,prec_tot_mam_mm_log,strat_buoy_freq_s2,strat_surfminbot,strat_thermod_log,strat_thermod_m,temp_bot,temp_mean,temp_surf
NLA06608-0010,1,1.47704872439,198,665.121301775,185.881656805,217.346153847,398.065088757,131.829881657,135.534023669,97.9423076923,70.0710059172,0.0,7,6.15909538849,473.0,2.30258509299,10.0,9.62665382866,21.6177828139,8.47203351449,30.03733238,3.40244102069,5634.750751,1424.4668,7.26155284724,9.32985538163,776.3737995,145.9806793,4.98347427939,7.34778169991,11.7,2.4595888418,947443.212351,567030.503173,139515.565623,1317230.01731,14.091041618,97094.85945,58109.8120624,14297.6846091,134990.954315,11.8129630501,5209.48375372,8.24859144226,42.6182301,-83.5058877,0.931594332059,0.71905049483,2.33491326968,924.717948718,6.82948877071,260.847140039,5.5639345654,275.105522682,5.61715474291,0.0105918497364,15.2,1.86956036172,6.48544452278,8.6,17.8769230769,23.8
NLA06608-0010,2,1.20297230399,230,665.121301775,185.881656805,217.346153847,398.065088757,131.829881657,135.534023669,97.9423076923,70.0710059172,0.0,8,6.18414889094,485.0,2.30258509299,10.0,9.62665382866,21.6177828139,8.47203351449,30.03733238,3.40244102069,5634.750751,1424.4668,7.26155284724,9.32985538163,776.3737995,145.9806793,4.98347427939,7.34778169991,11.0,2.3978952728,947443.212351,567030.503173,139515.565623,1317230.01731,14.091041618,97094.85945,58109.8120624,14297.6846091,134990.954315,11.8129630501,5209.48375372,8.24859144226,42.6182301,-83.5058877,0.931594332059,0.71905049483,2.33491326968,924.717948718,6.82948877071,260.847140039,5.5639345654,275.105522682,5.61715474291,0.00760101492285,15.8,1.89536660815,6.6549877302,8.9,18.5833333333,24.7
NLA06608-0014,1,2.16905370037,218,434.584134615,159.472956731,259.539663462,357.693509615,147.477764423,199.644230769,190.292067308,81.1983173077,109.09375,8,8.33014046025,4147.0,5.16478597392,175.0,6.33742437661,22.138684082,6.84466938406,12.80952857,2.55018931351,1623.978808,2092.006517,7.64587894038,8.08578174673,233.8863699,375.434149,5.92808308698,6.14798714937,1.7,0.530628251062,909152.841799,748297.153203,398092.244942,1010086.95014,13.8255469744,163157.724748,134290.358385,71442.1403512,181271.488143,12.107751121,1668.7957562,7.11021294122,47.8349274,-100.5756807,-0.68539333304,0.925407160986,-1.59233009815,482.831646044,6.17966803398,163.322084739,5.09572423112,279.491563555,5.63297210808,0.00110286953932,-0.8,0.470003629246,1.6,21.7,21.56,20.9
NLA06608-0014,2,3.0214000203,235,434.584134615,159.472956731,259.539663462,357.693509615,147.477764423,199.644230769,190.292067308,81.1983173077,109.09375,8,8.40200678161,4456.0,5.16478597392,175.0,6.33742437661,22.138684082,6.84466938406,12.80952857,2.55018931351,1623.978808,2092.006517,7.64587894038,8.08578174673,233.8863699,375.434149,5.92808308698,6.14798714937,1.6,0.470003629246,909152.841799,748297.153203,398092.244942,1010086.95014,13.8255469744,163157.724748,134290.358385,71442.1403512,181271.488143,12.107751121,1668.7957562,7.11021294122,47.8349274,-100.5756807,-0.68539333304,0.925407160986,-1.59233009815,482.831646044,6.17966803398,163.322084739,5.09572423112,279.491563555,5.63297210808,0.0,0.0,-1.38629436112,0.25,18.1,18.1,18.1
NLA06608-0015,1,2.99573227355,191,254.8370742,59.0182335615,60.0576843949,160.811212767,22.6167423727,41.3992124766,86.9227529881,10.5582247101,35.4012734787,7,6.1527326947,470.0,4.69134788223,109.0,17.9118390959,28.1202617675,17.8195136669,173.9929805,5.15901495645,230.1768333,154.1458522,5.03789924641,6.13199975312,-27.75386496,16.44911051,2.80027140341,-4.01684668956,7.0,1.94591014906,39282.0779747,24788.3814353,13398.7818349,68988.053041,11.1416886243,4191.84319556,2645.20141005,1429.80196973,7361.80761367,8.90406078125,4214.12916674,8.03655364571,33.0071076,-107.2747938,1.15026839936,1.74382884424,1.45962886244,447.550498806,6.10378937784,128.323992239,4.85455825522,111.348290125,4.71266303773,0.00394399639929,2.1,-0.69314718056,0.5,23.1,23.575,25.2
NLA06608-0015,2,2.61373952163,241,254.8370742,59.0182335615,60.0576843949,160.811212767,22.6167423727,41.3992124766,86.9227529881,10.5582247101,35.4012734787,8,6.04737217905,423.0,4.58496747867,98.0,17.9118390959,28.1202617675,17.8195136669,173.9929805,5.15901495645,230.1768333,154.1458522,5.03789924641,6.13199975312,-27.75386496,16.44911051,2.80027140341,-4.01684668956,5.9,1.77495235091,39282.0779747,24788.3814353,13398.7818349,68988.053041,11.1416886243,4191.84319556,2645.20141005,1429.80196973,7361.80761367,8.90406078125,4214.12916674,8.03655364571,33.0071076,-107.2747938,1.15026839936,1.74382884424,1.45962886244,447.550498806,6.10378937784,128.323992239,4.85455825522,111.348290125,4.71266303773,0.000510899165023,0.2,1.6582280766,5.25,25.3,25.4571428571,25.5
NLA06608-0016,2,2.81180943539,192,614.147624377,175.980160749,338.624987283,497.61369417,137.513683996,296.217723064,287.446840981,57.1870993997,230.259741581,7,6.55677835616,704.0,3.66356164613,39.0,11.5849677556,24.4770944081,12.326567029,641.0233086,6.46306581913,2093.539692,3437.974267,8.14263770104,8.33975878252,329.6865466,473.561138,6.16028102362,6.49129182487,6.8,1.91692261218,2111423.72875,1710783.07546,988234.842423,2470327.6197,14.7198613394,290836.4479,235650.507296,136123.653129,340273.390073,12.7375046619,16625.7727008,9.40906474269,41.0302522,-100.7797567,3.07536354705,4.57753521372,2.83382523288,718.541625925,6.57722363832,202.077105741,5.30864933616,377.055803883,5.9323931974,0.0,0.0,-0.69314718056,0.5,24.0,24.0,24.0
NLA06608-0019,2,3.79008133462,219,625.501525893,245.899009343,274.341800085,516.835297432,193.46697028,230.760176534,195.373444763,31.1563923189,117.280200948,8,8.79148602675,6578.0,7.22693601849,1376.0,6.93376645375,22.0071402761,7.11724513616,103.3135279,4.63776832496,2122.402799,2045.561814,7.62342775642,8.35345135767,297.2836868,367.0548319,5.90551124262,6.38783686664,1.0,0.0,1279502.03597,1057218.54855,399648.458077,1404625.5785,14.1552813331,229593.35744,189706.893219,71712.7669252,252045.478201,12.4373648193,11699.7138639,9.05767506441,46.3668879,-99.5118588,0.120669402968,1.86301515309,-1.28072506732,686.669827764,6.53185357664,260.582232858,5.56291848454,295.590239003,5.68897416756,0.00347304011256,0.9,-1.38629436112,0.25,20.9,21.2333333333,21.8
NLA06608-0020,2,2.56725439114,183,737.583941606,217.22162509,91.9946258121,461.003128259,141.696719339,63.0990615224,87.7677067458,34.6639127296,0.0,7,6.14418563413,466.0,2.99573227355,20.0,13.2818992625,25.2835572704,13.6587092391,296.2001459,5.69103539441,4455.68509,6082.343132,8.71314528427,9.09508330126,-260.7138301,865.4346712,6.76323189077,-6.25657422794,13.7,2.61739583283,4486238.6215,2803979.211,533833.308337,6605683.51542,15.7034409751,638330.715986,398968.090727,75957.2164295,939898.887182,13.7535275816,8215.53077986,8.70413703944,39.4081784,-87.8138083,-0.725866447596,-1.29550336157,1.16428022447,1086.04256157,6.99029569086,276.967839874,5.62390139791,223.492634656,5.40937845895,0.013614931729,18.2,1.52238841615,4.58315862324,8.8,17.0285714286,27.0
NLA06608-0021,1,0.828551817566,208,540.750495474,126.719642188,131.038798722,325.852982663,82.227275162,59.616440802,83.471208956,26.437909547,0.0,7,5.96614673912,390.0,1.94591014906,7.0,8.64236220266,20.1692907538,6.52491478535,4226.925272,8.34923012168,2758.877849,1543.255742,7.34164958199,8.61572651299,267.7025236,286.511871,5.65777996985,6.28302704646,53.0,3.97029191355,834516.30713,502874.486543,128817.422513,1517844.68272,14.2328019147,154931.436202,93360.7477337,23915.4922526,281794.201764,12.5489323025,6265.06914159,8.43310030344,42.7719197,-77.3095481,2.11486253085,2.50177216666,4.16026159383,983.534122969,6.89115233267,217.64281888,5.38285527356,224.371096959,5.41330136392,0.0126927886451,22.18,-0.69314718056,0.5,5.6,15.2325,27.78
NLA06608-0021,2,1.37371557891,242,540.750495474,126.719642188,131.038798722,325.852982663,82.227275162,59.616440802,83.471208956,26.437909547,0.0,8,6.13772705409,463.0,2.3978952728,11.0,8.64236220266,20.1692907538,6.52491478535,4226.925272,8.34923012168,2758.877849,1543.255742,7.34164958199,8.61572651299,267.7025236,286.511871,5.65777996985,6.28302704646,46.3,3.83514196109,834516.30713,502874.486543,128817.422513,1517844.68272,14.2328019147,154931.436202,93360.7477337,23915.4922526,281794.201764,12.5489323025,6265.06914159,8.43310030344,42.7719197,-77.3095481,2.11486253085,2.50177216666,4.16026159383,983.534122969,6.89115233267,217.64281888,5.38285527356,224.371096959,5.41330136392,0.00771009590752,18.0,2.68631567668,14.6774995263,5.5,17.3791666667,23.5
NLA06608-0023,1,1.0224509277,221,919.685714286,274.0,452.685714285,726.457142857,176.228571429,391.685714286,194.0,85.7714285714,108.228571429,8,5.8550719222,349.0,2.48490664979,12.0,20.0600351072,28.0045808212,20.0022418478,6.20722172,1.82571340775,2818.820132,2283.759827,7.73357841069,8.6372208955,238.4162294,257.1002831,5.5494662154,6.16716958788,3.0,1.09861228867,2100341.28775,1659053.63889,443049.406438,2570057.40641,14.7594387937,236451.457506,186772.337089,49877.4549214,289330.987856,12.5753265985,12362.0231849,9.11273980572,31.1484917,-97.745332,2.60731840134,4.56098031998,0.11411742866,1125.36238532,7.02586038305,354.660550459,5.87116113614,487.885321101,6.19008038049,0.000869763957343,0.5,0.467755316822,1.59640674102,28.9,29.15,29.4
NLA06608-0024,1,3.78759292705,192,1380.15707095,500.217764261,411.128436601,1021.09228787,402.239756112,307.466721596,347.635396692,141.741862416,60.2388302972,7,6.75693238925,860.0,3.55534806149,35.0,19.1999011758,27.3312931349,19.4190277752,9530.145112,9.16221522339,3349.739051,1745.754223,7.46494196074,8.8097849294,451.2862582,194.8328684,5.27214210593,6.8052502651,12.9,2.55722731137,2409415.03501,1782576.17362,606885.961839,2916755.1545,14.8859823079,268899.960976,198942.339347,67730.8014949,325521.064584,12.6931824531,22346.4653226,9.70477883642,32.1220497,-95.4884341,0.494778155629,1.73825976235,-2.67849322323,1670.77078553,7.42104034715,609.120914878,6.4120167946,478.941458074,6.17157837298,0.00704754075172,6.8,2.44167022531,11.4922193176,21.0,25.9285714286,27.8
NLA06608-0024,2,3.23474917402,226,1380.15707095,500.217764261,411.128436601,1021.09228787,402.239756112,307.466721596,347.635396692,141.741862416,60.2388302972,8,6.84906628263,943.0,3.36729582999,29.0,19.1999011758,27.3312931349,19.4190277752,9530.145112,9.16221522339,3349.739051,1745.754223,7.46494196074,8.8097849294,451.2862582,194.8328684,5.27214210593,6.8052502651,10.5,2.35137525716,2409415.03501,1782576.17362,606885.961839,2916755.1545,14.8859823079,268899.960976,198942.339347,67730.8014949,325521.064584,12.6931824531,22346.4653226,9.70477883642,32.1220497,-95.4884341,0.494778155629,1.73825976235,-2.67849322323,1670.77078553,7.42104034715,609.120914878,6.4120167946,478.941458074,6.17157837298,0.00412512060552,8.3,2.09031310107,8.08744695622,24.5,29.3272727273,32.8
NLA06608-0025,2,0.604315966853,199,526.089450956,52.1745835904,176.857495374,340.165330043,22.8846391117,160.211597779,111.391116595,0.0,111.391116595,7,4.5747109785,97.0,1.38629436112,4.0,16.961933509,27.1898616183,15.4100815217,11.48123514,2.4407139757,3879.907282,1230.036337,7.11479899021,8.95671373311,1115.601875,275.8796256,5.61996463145,7.71029671789,6.2,1.82454929205,647109.141188,418415.71654,137015.121031,1036187.25194,13.8510584306,145137.360762,93844.6838944,30730.5395414,232402.037661,12.3562240718,28962.1714998,9.96410122642,35.2013214,-81.3457308,-2.6595775015,-2.50398222412,-1.37269583659,842.403773585,6.73625944037,138.258018868,4.92912164138,257.570283019,5.55129262662,0.0137880789639,12.7,1.44766359031,4.25316575982,14.8,23.4571428571,27.5
NLA06608-0029,1,4.81315948953,183,587.426654537,118.343415965,163.433932226,359.544916989,59.0941551058,135.916988856,40.0552649534,0.0,40.0552649534,7,7.65254569269,2106.0,5.50938833663,247.0,14.0385580815,23.2252465252,10.3360541735,73.10037419,4.29183348562,11609.45965,3533.142624,8.16994301564,10.0527227142,4722.518974,311.6234587,5.74179559582,9.15324480892,1.7,0.530628251062,2075462.15162,1270323.47146,141520.963922,3260011.42328,14.9972412574,183055.925819,112042.63059,12482.1602039,287533.265208,12.5690938376,6360.51473811,8.44821998672,38.7560105,-75.2150379,-0.58509958942,-1.10929196466,1.00235713742,922.694544267,6.82729824178,191.124142437,5.25292317732,227.569421758,5.42745534243,0.000497698854096,0.2,-0.00189021079938,0.998111574524,24.5,24.625,24.7
NLA06608-0033,1,2.18829594659,198,1097.45539906,0.0,155.623630673,702.229264476,0.0,58.7754303599,361.46713615,0.0,58.7754303599,7,6.72743172485,835.0,4.20469261939,67.0,6.0246698104,13.8336252052,4.75933423913,15.16448355,2.71895608517,685.5254543,660.8975662,6.49359885992,7.22333334331,-86.64311603,69.60253637,4.24280100877,-5.15497804832,1.4,0.336472236621,725305.602252,464101.611807,238892.750543,1449480.6691,14.186715891,76385.6793275,48876.9379208,25159.0294904,152652.296132,11.9359180399,28180.670548,9.93674698034,47.3110836,-121.2990598,-0.613238481018,-1.13224767314,0.524519181252,2193.20019203,7.69311703109,153.013442151,5.03052577473,442.693710994,6.09287813362,0.00504230945496,2.1,-0.356674943939,0.7,19.4,20.4333333333,21.5
NLA06608-0033,2,1.57691472073,240,1097.45539906,0.0,155.623630673,702.229264476,0.0,58.7754303599,361.46713615,0.0,58.7754303599,8,6.08677472691,440.0,3.4657359028,32.0,6.0246698104,13.8336252052,4.75933423913,15.16448355,2.71895608517,685.5254543,660.8975662,6.49359885992,7.22333334331,-86.64311603,69.60253637,4.24280100877,-5.15497804832,1.8,0.587786664902,725305.602252,464101.611807,238892.750543,1449480.6691,14.186715891,76385.6793275,48876.9379208,25159.0294904,152652.296132,11.9359180399,28180.670548,9.93674698034,47.3110836,-121.2990598,-0.613238481018,-1.13224767314,0.524519181252,2193.20019203,7.69311703109,153.013442151,5.03052577473,442.693710994,6.09287813362,0.00414100102438,1.8,-1.38629436112,0.25,13.9,14.475,15.7
NLA06608-0036,1,1.6233408176,193,926.65862069,174.724137931,139.272413793,671.565517241,126.765517241,74.4103448276,118.765517241,64.175862069,0.0,7,5.18178355029,178.0,2.07944154168,8.0,15.4776778013,26.5319223067,15.6041757246,12.02760537,2.48720445531,1740.594035,688.4009507,6.53437144536,8.15512899645,190.7677921,97.98907476,4.58485599042,5.94421099032,5.0,1.60943791243,637912.675457,462306.340526,81758.2949791,880438.805831,13.6881757052,90802.4208598,65806.0836752,11637.7231478,125324.32426,11.7386602502,35793.1120308,10.1758661525,37.477354,-88.3273792,-0.229085844755,-1.35431244373,2.47691569328,1278.96221662,7.1538042598,233.292191436,5.45229170841,229.962216625,5.43791501989,0.0145572095324,10.4,1.44691898294,4.25,20.1,26.8833333333,30.5
NLA06608-0036,2,1.10525683139,197,926.65862069,174.724137931,139.272413793,671.565517241,126.765517241,74.4103448276,118.765517241,64.175862069,0.0,7,5.48479693349,241.0,2.19722457734,9.0,15.4776778013,26.5319223067,15.6041757246,12.02760537,2.48720445531,1740.594035,688.4009507,6.53437144536,8.15512899645,190.7677921,97.98907476,4.58485599042,5.94421099032,5.0,1.60943791243,637912.675457,462306.340526,81758.2949791,880438.805831,13.6881757052,90802.4208598,65806.0836752,11637.7231478,125324.32426,11.7386602502,35793.1120308,10.1758661525,37.477354,-88.3273792,-0.229085844755,-1.35431244373,2.47691569328,1278.96221662,7.1538042598,233.292191436,5.45229170841,229.962216625,5.43791501989,0.015573405804,10.1,1.44691898294,4.25,20.9,27.5,31.0
NLA06608-0037,1,2.08193842188,194,1004.80155416,251.287520297,297.549640455,598.665274878,159.632451867,244.460913941,134.37914637,0.0,134.37914637,7,5.47646355193,239.0,2.63905732962,14.0,9.46118419338,20.4797617165,7.21422387883,236.955581,5.46787270163,1600.183515,290.1401698,5.67036415035,8.07102087672,74.75306828,38.00506924,3.63771955188,5.00738217477,12.5,2.52572864431,291533.293539,173696.844506,38988.7883454,452695.781511,13.0229756149,38187.5526383,22752.3152233,5107.0887622,59298.0094167,10.9903310164,37284.982558,10.2167013122,41.6969929,-73.3639855,0.49668282504,1.10356586897,1.62043743495,1560.26579092,7.35261146453,418.158263195,6.03585998095,439.028868088,6.08456516966,0.0110491468245,16.3,1.57071558214,4.81008897632,9.1,16.9357142857,25.4
